Unique ID,Country IDs,Country Names,Age,Industry,Years of Experience,Job Title,Education,Knows English,Number of Connections,Endorsements,Profile Picture,Volunteer Experience,WFH,Company Type,Company Size,YOE in Current Company,Received Promotion,Number of People Under,Salary
1513,5,Australia,24,Manufacturing,1,Doctor,Bachelor,1,63,3,0,0,0,Public,100,0,1,0,64512.6
1514,1,USA,24,Education,14,Product Manager,Master,1,218,15,0,1,1,Startup,100,11,1,17,162845.7
1515,3,India,33,Finance,27,Business Analyst,Master,0,655,40,0,1,1,Government,10,22,1,0,125773.2
1516,5,Australia,30,Tech,0,Software Engineer,Bachelor,1,758,36,1,1,0,Non-profit,10000,0,0,0,158704.2
1517,1,USA,32,Others,11,Product Manager,Master,1,494,45,0,0,0,Government,10,10,0,26,218319.7
1518,4,Canada,23,Healthcare,9,Software Engineer,PhD,1,479,32,0,1,0,Public,10000,6,1,0,154405.9
1519,4,Canada,23,Manufacturing,3,Professor,Bachelor,1,58,4,1,0,1,Private,100,2,0,0,57725.15
1520,3,India,28,Others,14,Product Manager,PhD,0,650,30,0,1,1,Non-profit,10000,7,1,2,110980.4
1521,5,Australia,35,Finance,32,Marketing Associate,Bachelor,1,63,3,1,1,0,Startup,10,24,1,0,152415.1
1522,5,Australia,30,Others,26,Data Scientist,PhD,1,420,20,0,1,1,Government,10000,1,0,0,165065.2
1523,1,USA,23,Retail,12,Product Manager,Master,1,132,6,1,1,0,Public,10000,6,0,44,128361.5
1524,4,Canada,28,Others,20,Doctor,Bachelor,1,97,4,1,1,1,Public,10000,6,0,0,76548.67
1525,4,Canada,25,Others,13,Business Analyst,Bachelor,1,805,24,1,1,1,Private,1000,4,1,0,138446
1526,2,UK,23,Manufacturing,14,Sales Associate,Bachelor,1,78,0,0,0,0,Public,1000,3,1,0,68334.28
1527,5,Australia,32,Healthcare,19,Software Engineer,PhD,1,801,42,0,0,1,,1000,5,1,0,255447
1528,3,India,30,Education,29,Product Manager,Master,0,342,11,1,0,1,Public,1000,4,0,28,81920.45
1529,4,Canada,28,Tech,19,Doctor,Bachelor,1,67,1,0,0,1,Startup,10,1,1,0,90010.72
1530,3,India,23,Finance,22,Sales Associate,Bachelor,0,21,0,1,1,1,Public,10000,20,0,0,52202.05
1531,3,India,26,Tech,17,Marketing Associate,Bachelor,0,3,0,1,0,0,Private,10,13,1,0,50405.53
1532,2,UK,28,Healthcare,6,Business Analyst,Bachelor,1,828,45,1,0,0,Government,1000,0,1,0,144413
1533,4,Canada,33,Retail,13,Professor,Bachelor,1,10,0,0,1,0,Public,1000,4,1,0,61628.43
1534,3,India,35,Manufacturing,22,Product Manager,PhD,0,936,51,1,1,0,Government,10,21,1,7,212787.1
1535,4,Canada,26,Tech,11,Product Manager,Master,1,299,22,0,0,0,Government,10000,8,0,20,142391.8
1536,2,UK,25,Manufacturing,0,Marketing Associate,Bachelor,1,14,0,0,1,1,Non-profit,100,0,1,0,53094.39
1537,1,USA,33,Tech,22,Sales Associate,Bachelor,1,59,4,0,1,0,Public,100,5,0,0,103766.6
1538,1,USA,25,Healthcare,14,Software Engineer,PhD,1,719,20,1,1,0,Startup,10000,1,0,0,223372.2
1539,1,USA,23,Retail,14,Data Scientist,PhD,1,171,2,0,0,0,Non-profit,10,11,0,0,131336.6
1540,3,India,31,Manufacturing,4,Software Engineer,Bachelor,0,658,17,0,1,0,Government,100,1,1,0,61113.06
1541,3,India,34,Tech,5,Data Scientist,Master,0,332,7,0,1,1,Government,1000,3,1,0,54261.73
1542,3,India,26,Tech,10,Sales Associate,Bachelor,0,19,0,0,1,1,Public,10,5,1,0,42535.65
1543,4,Canada,32,Others,3,Business Analyst,PhD,1,366,5,1,1,1,Startup,10000,1,1,0,118179.5
1544,5,Australia,32,Healthcare,4,Software Engineer,Bachelor,1,573,8,1,1,0,Private,10,1,0,0,104233.7
1545,4,Canada,32,Manufacturing,20,Doctor,Bachelor,1,67,3,1,0,0,Startup,1000,4,1,0,85928.61
1546,1,USA,29,Tech,28,Sales Associate,Bachelor,1,23,0,0,0,1,Private,10,23,1,0,131376
1547,5,Australia,33,Retail,30,Doctor,Bachelor,1,81,7,0,0,1,Startup,10000,26,1,0,161327.2
1548,2,UK,27,Finance,5,Professor,Bachelor,1,94,4,0,0,0,Public,10000,2,1,0,65072.4
1549,5,Australia,32,Healthcare,11,Doctor,Bachelor,1,22,0,1,1,1,Private,1000,9,0,0,79323.36
1550,2,UK,26,Tech,13,Sales Associate,Bachelor,1,3,0,0,0,1,Private,10,12,0,0,84500.81
1551,3,India,27,Healthcare,12,Sales Associate,Bachelor,0,40,0,1,0,0,Non-profit,1000,10,0,0,42468.42
1552,1,USA,24,Education,7,Doctor,Bachelor,1,8,0,1,1,1,Private,100,4,0,0,69834.72
1553,3,India,23,Tech,5,Data Scientist,Bachelor,0,846,26,0,0,1,Non-profit,10,2,0,0,87201.97
1554,4,Canada,32,Finance,25,Product Manager,PhD,1,249,18,0,0,0,Public,100,20,1,21,200774.9
1555,3,India,24,Retail,10,Business Analyst,PhD,0,786,5,0,1,1,Non-profit,1000,6,0,0,89021.42
1556,3,India,33,Others,30,Professor,Bachelor,0,70,4,1,0,1,Government,100,11,0,44,76254.27
1557,5,Australia,33,Others,3,Doctor,Bachelor,1,78,3,1,0,0,Startup,100,1,1,0,79755.18
1558,2,UK,24,Education,2,Business Analyst,Master,1,376,6,1,1,0,Startup,100,1,1,0,95281.77
1559,1,USA,30,Healthcare,26,Marketing Associate,Bachelor,1,48,2,1,1,0,Non-profit,10,21,0,0,114297.5
1560,3,India,25,Retail,1,Sales Associate,Bachelor,0,82,0,1,0,0,Government,10000,0,1,0,33396.14
1561,3,India,30,Manufacturing,11,Software Engineer,PhD,0,176,11,0,1,0,Government,1000,10,1,0,66945.57
1562,2,UK,23,Manufacturing,16,Data Scientist,Bachelor,1,545,42,0,0,1,Private,100,1,1,0,134333.7
1563,4,Canada,35,Healthcare,17,Data Scientist,Bachelor,1,759,20,0,0,1,Government,10,6,1,0,138654.7
1564,4,Canada,35,Manufacturing,7,Data Scientist,Master,1,326,12,1,0,0,Public,10000,2,0,0,82737.65
1565,5,Australia,33,Manufacturing,18,Product Manager,PhD,1,955,20,0,0,0,Government,1000,2,1,34,290452.7
1566,2,UK,24,Others,21,Sales Associate,Bachelor,1,56,0,1,0,1,Startup,10,8,1,0,91672.67
1567,3,India,31,Finance,22,Product Manager,PhD,0,330,14,0,0,1,Public,10000,8,0,30,107858.1
1568,4,Canada,23,Education,4,Marketing Associate,Bachelor,1,11,0,1,1,1,Non-profit,1000,2,1,0,54046.61
1569,4,Canada,34,Others,31,Data Scientist,PhD,1,150,0,0,0,1,Non-profit,1000,0,1,0,96761.78
1570,1,USA,33,Others,3,Product Manager,Bachelor,1,726,47,1,0,0,Public,10000,1,1,26,200700.9
1571,1,USA,34,Others,9,Business Analyst,PhD,1,333,10,0,1,1,Government,100,3,0,0,132636.3
1572,5,Australia,33,Tech,9,Business Analyst,Bachelor,1,915,50,1,0,0,Government,1000,7,0,0,238896.7
1573,4,Canada,26,Education,2,Business Analyst,PhD,1,111,6,0,1,1,Public,1000,0,0,0,79579.71
1574,4,Canada,28,Others,6,Business Analyst,PhD,1,841,41,1,0,0,Non-profit,10,0,1,0,178360.1
1575,2,UK,24,Healthcare,23,Marketing Associate,Bachelor,1,48,2,0,1,1,Startup,100,9,0,0,97270.77
1576,1,USA,33,Finance,30,Professor,Bachelor,1,50,0,0,1,0,Non-profit,100,29,1,19,153166.4
1577,1,USA,35,Retail,12,Marketing Associate,Bachelor,1,81,5,0,1,1,Non-profit,1000,4,1,0,81974.25
1578,4,Canada,25,Healthcare,16,Sales Associate,Bachelor,1,43,0,1,0,0,Startup,1000,0,1,0,72032.86
1579,5,Australia,35,Education,8,Software Engineer,Bachelor,1,380,33,0,1,1,Government,10,7,1,0,132267.1
1580,4,Canada,34,Finance,24,Software Engineer,Bachelor,1,369,22,1,1,0,Public,1000,5,1,0,113685.7
1581,3,India,34,Others,9,Data Scientist,PhD,0,215,19,0,1,1,Government,100,8,0,0,70251.91
1582,1,USA,24,Finance,6,Professor,Bachelor,1,56,0,0,0,0,Non-profit,10000,3,1,37,98153.39
1583,1,USA,27,Others,8,Doctor,Bachelor,1,15,0,1,1,1,Public,100,5,1,0,72763.86
1584,2,UK,30,Education,24,Professor,Bachelor,1,47,3,0,1,0,Private,1000,11,1,40,117468.2
1585,5,Australia,32,Retail,17,Professor,Bachelor,1,19,0,0,0,0,Startup,100,16,0,17,128276.3
1586,2,UK,31,Tech,9,Product Manager,PhD,1,982,58,1,1,0,Government,1000,4,0,44,414436.2
1587,1,USA,27,Retail,25,Product Manager,Master,1,394,31,1,1,0,Startup,10,20,0,4,239838.2
1588,5,Australia,33,Retail,1,Marketing Associate,Bachelor,1,63,0,1,1,1,Government,1000,0,1,0,61452.78
1589,4,Canada,27,Others,4,Sales Associate,Bachelor,1,48,2,0,1,0,Non-profit,10000,0,0,0,56598.59
1590,4,Canada,34,Education,0,Professor,Bachelor,1,84,1,1,1,0,Public,1000,0,1,16,64138.42
1591,5,Australia,29,Finance,26,Sales Associate,Bachelor,1,22,1,0,0,0,Public,1000,23,0,0,108117.7
1592,3,India,28,Finance,9,Sales Associate,Bachelor,0,40,1,0,1,1,Non-profit,10000,4,1,0,36985.52
1593,4,Canada,24,Tech,14,Sales Associate,Bachelor,1,37,1,0,0,0,Startup,100,5,1,0,91290.86
1594,2,UK,23,Others,22,Data Scientist,Master,1,140,13,1,1,1,Government,1000,11,1,0,99969.11
1595,4,Canada,24,Tech,2,Product Manager,PhD,1,820,41,0,1,1,Government,1000,1,1,18,238117.8
1596,4,Canada,23,Others,5,Business Analyst,Master,1,784,48,1,1,1,Non-profit,10,2,1,0,143172.2
1597,3,India,26,Healthcare,7,Product Manager,PhD,0,282,12,0,1,1,Government,100,2,0,14,70611.02
1598,4,Canada,28,Healthcare,18,Professor,Bachelor,1,94,5,1,1,0,Government,100,2,0,19,83570.86
1599,2,UK,28,Finance,18,Data Scientist,Bachelor,1,492,20,1,1,0,Public,10000,5,1,0,120242.5
1600,2,UK,29,Healthcare,24,Product Manager,PhD,1,475,45,0,1,1,Non-profit,10000,13,0,47,329124.2
1601,2,UK,32,Tech,15,Data Scientist,Master,1,546,24,1,1,1,Private,10000,8,1,0,150480.2
1602,1,USA,25,Retail,6,Product Manager,Master,1,308,6,1,0,1,Public,1000,2,0,13,103634.7
1603,4,Canada,33,Healthcare,16,Business Analyst,PhD,1,274,23,0,0,0,Government,10,4,0,0,128575.3
1604,4,Canada,32,Healthcare,29,Doctor,Bachelor,1,29,1,0,0,0,Public,1000,13,0,0,83281.73
1605,5,Australia,28,Finance,18,Software Engineer,Master,1,941,69,1,1,1,Government,10,0,0,0,223472.5
1606,3,India,30,Education,3,Professor,Bachelor,0,4,0,0,0,0,Government,100,2,1,8,34414.04
1607,1,USA,28,Education,17,Software Engineer,PhD,1,744,38,1,1,0,Non-profit,10000,3,1,0,227230.7
1608,4,Canada,32,Manufacturing,5,Marketing Associate,Bachelor,1,32,0,1,1,1,Public,10000,2,1,0,56234.93
1609,2,UK,31,Manufacturing,5,Business Analyst,Master,1,363,5,1,1,0,Government,10000,4,1,0,84423.51
1610,1,USA,24,Retail,2,Product Manager,Bachelor,1,240,4,0,1,1,Startup,10000,0,1,39,131103.7
1611,1,USA,28,Finance,1,Data Scientist,Bachelor,1,210,15,0,0,0,Non-profit,10000,0,0,0,82432.88
1612,2,UK,31,Finance,24,Professor,Bachelor,1,86,1,1,0,0,Non-profit,10000,1,1,46,106904.8
1613,5,Australia,32,Retail,21,Professor,Bachelor,1,6,0,0,0,0,Non-profit,10,15,1,48,137512.9
1614,4,Canada,24,Education,10,Product Manager,Bachelor,1,120,6,0,1,0,Non-profit,100,3,1,10,75940.72
1615,3,India,27,Finance,2,Marketing Associate,Bachelor,0,29,1,0,1,1,Government,10,1,1,0,32134.52
1616,5,Australia,23,Others,10,Business Analyst,Bachelor,1,309,7,0,0,0,Government,10,1,1,0,90377.82
1617,3,India,34,Tech,2,Data Scientist,Bachelor,0,424,29,0,0,1,Government,10000,0,1,0,65122.9
1618,3,India,25,Finance,1,Sales Associate,Bachelor,0,41,2,1,0,0,Non-profit,10000,0,1,0,32523.41
1619,4,Canada,23,Healthcare,0,Doctor,Bachelor,1,34,0,0,1,1,Startup,10000,0,1,0,63567.26
1620,1,USA,32,Finance,11,Data Scientist,PhD,1,487,26,1,0,0,Private,10,8,0,0,188084.1
1621,2,UK,30,Education,25,Software Engineer,PhD,1,418,11,0,0,1,Private,1000,9,0,0,156929.5
1622,3,India,33,Tech,11,Product Manager,PhD,0,944,37,1,1,1,Private,100,1,1,37,188655.7
1623,5,Australia,32,Manufacturing,22,Doctor,Bachelor,1,47,3,1,1,1,Private,10,15,0,0,98993.03
1624,4,Canada,26,Tech,7,Professor,Bachelor,1,95,0,1,0,1,Public,100,4,0,23,88205.3
1625,4,Canada,31,Tech,3,Doctor,Bachelor,1,8,0,1,1,1,Startup,1000,2,0,0,73814.89
1626,5,Australia,30,Healthcare,17,Data Scientist,Master,1,402,4,0,0,1,Government,100,11,0,0,119042.4
1627,3,India,30,Tech,8,Software Engineer,PhD,0,768,64,0,1,0,Non-profit,10,3,1,0,149626
1628,3,India,31,Finance,8,Software Engineer,PhD,0,720,24,1,1,1,Non-profit,1000,3,1,0,95041.7
1629,3,India,24,Education,5,Software Engineer,Master,0,113,6,0,1,1,Government,1000,4,0,0,39731.38
1630,5,Australia,32,Tech,0,Doctor,Bachelor,1,97,4,1,0,0,Public,10,0,1,0,76300.43
1631,3,India,31,Others,1,Data Scientist,Bachelor,0,448,32,1,0,0,Non-profit,10000,0,0,0,58309.22
1632,5,Australia,32,Tech,9,Doctor,Bachelor,1,25,1,1,1,1,Non-profit,1000,1,1,0,75506.58
1633,4,Canada,23,Finance,4,Software Engineer,Bachelor,1,959,88,0,0,0,Government,1000,3,0,0,205803
1634,5,Australia,35,Others,17,Marketing Associate,Bachelor,1,29,1,1,0,0,Non-profit,10000,5,0,0,77584.57
1635,2,UK,34,Others,28,Software Engineer,Master,1,107,3,0,0,1,Public,1000,23,0,0,108681
1636,1,USA,30,Retail,27,Marketing Associate,Bachelor,1,90,4,0,1,0,Non-profit,1000,19,0,0,119271.3
1637,1,USA,30,Tech,17,Data Scientist,PhD,1,102,1,0,0,0,Private,1000,5,0,0,130301.4
1638,2,UK,29,Manufacturing,4,Software Engineer,Master,1,558,10,1,1,1,Public,1000,3,1,0,97752.67
1639,5,Australia,28,Tech,0,Doctor,Bachelor,1,4,0,1,0,0,Private,1000,0,0,0,67930.34
1640,1,USA,31,Tech,13,Data Scientist,Master,1,477,20,0,0,1,Private,100,6,0,0,156582.5
1641,2,UK,28,Tech,19,Doctor,Bachelor,1,90,1,0,1,0,Private,10,2,1,0,81550.63
1642,3,India,34,Manufacturing,25,Business Analyst,Master,0,535,3,0,0,1,Non-profit,100,1,1,0,59806.84
1643,2,UK,34,Manufacturing,29,Business Analyst,Bachelor,1,806,14,0,1,1,Non-profit,1000,1,1,0,140974.2
1644,1,USA,27,Others,7,Sales Associate,Bachelor,1,28,0,0,1,0,Public,1000,0,0,0,65229.12
1645,5,Australia,23,Manufacturing,6,Doctor,Bachelor,1,56,4,0,1,1,Public,1000,5,1,0,73464.81
1646,5,Australia,32,Manufacturing,31,Product Manager,Master,1,814,80,1,1,1,Government,10000,12,0,23,384690.8
1647,5,Australia,24,Tech,13,Software Engineer,PhD,1,440,3,1,1,0,Non-profit,10,7,1,0,161951.2
1648,1,USA,31,Finance,3,Business Analyst,Bachelor,1,808,69,1,0,0,Startup,10,1,0,0,228471.3
1649,3,India,23,Education,4,Doctor,Bachelor,0,56,0,0,0,0,Government,10000,3,0,0,34486.22
1650,5,Australia,26,Education,1,Data Scientist,Bachelor,1,606,4,0,1,0,Startup,10,0,1,0,117403.1
1651,4,Canada,30,Tech,12,Sales Associate,Bachelor,1,14,0,0,1,1,Non-profit,1000,3,1,0,70129.59
1652,3,India,26,Healthcare,19,Doctor,Bachelor,0,70,3,0,1,1,Non-profit,1000,0,0,0,40266
1653,2,UK,30,Education,8,Marketing Associate,Bachelor,1,93,6,0,1,1,Government,10000,6,1,0,72778.83
1654,4,Canada,28,Manufacturing,1,Business Analyst,PhD,1,187,1,0,0,0,Private,1000,0,0,0,77690.2
1655,3,India,33,Healthcare,29,Software Engineer,Bachelor,0,166,8,1,0,1,Startup,100,17,1,0,78999.98
1656,1,USA,26,Finance,22,Marketing Associate,Bachelor,1,54,0,0,1,0,Public,100,11,1,0,96162.55
1657,4,Canada,31,Retail,25,Doctor,Bachelor,1,30,2,0,1,0,Private,100,16,0,0,86631.08
1658,3,India,33,Others,29,Business Analyst,PhD,0,423,36,0,0,0,Startup,100,1,0,0,119691.7
1659,3,India,26,Healthcare,24,Doctor,Bachelor,0,93,6,1,1,1,Public,10,9,0,0,50830.71
1660,3,India,24,Finance,3,Doctor,Bachelor,0,20,1,1,0,1,Private,100,1,1,,99052.09
1661,3,India,26,Healthcare,10,Business Analyst,PhD,0,282,26,0,1,0,Government,100,3,1,0,72784.29
1662,5,Australia,34,Education,27,Product Manager,Master,1,435,28,1,0,1,Startup,10000,2,1,46,248336.1
1663,4,Canada,26,Manufacturing,8,Data Scientist,Bachelor,1,546,43,0,1,1,Private,100,6,0,0,135459.3
1664,3,India,34,Finance,13,Data Scientist,Master,0,157,3,1,0,0,Startup,10000,3,1,0,50764.23
1665,2,UK,35,Finance,26,Sales Associate,Bachelor,1,91,4,1,0,1,Private,1000,9,1,0,87247.55
1666,3,India,23,Healthcare,12,Data Scientist,Bachelor,0,572,23,1,0,1,Private,10000,0,0,0,64748.76
1667,5,Australia,30,Manufacturing,24,Professor,Bachelor,1,69,2,1,1,1,Non-profit,10000,15,1,47,151040.7
1668,4,Canada,25,Tech,2,Business Analyst,Master,1,753,40,0,1,1,Startup,1000,1,1,0,176437.7
1669,4,Canada,23,Finance,16,Product Manager,PhD,1,293,13,0,1,1,Government,10000,7,1,1,127473.1
1670,3,India,29,Others,25,Professor,Bachelor,0,13,0,0,1,1,Startup,100,6,0,22,62060.42
1671,3,India,29,Manufacturing,28,Software Engineer,Bachelor,0,158,3,0,1,0,Non-profit,10000,19,1,0,62784.81
1672,2,UK,30,Tech,5,Professor,Bachelor,1,40,2,1,1,0,Public,10,2,0,28,89718.03
1673,4,Canada,30,Others,23,Professor,Bachelor,1,72,3,0,0,1,Government,10,6,0,44.4832,108273.4
1674,4,Canada,34,Others,31,Software Engineer,Bachelor,1,584,36,1,0,1,Government,10,1,1,,99052.09
1675,4,Canada,24,Finance,15,Marketing Associate,Bachelor,1,7,0,1,1,1,Public,1000,5,0,0,63735.85
1676,1,USA,25,Manufacturing,22,Sales Associate,Bachelor,1,23,1,1,0,1,Startup,1000,8,0,0,106500.9
1677,4,Canada,31,Retail,1,Marketing Associate,Bachelor,1,75,6,0,0,0,Startup,100,0,0,0,68703.21
1678,4,Canada,28,Finance,11,Software Engineer,Master,1,680,21,1,0,1,Government,10000,2,0,0,118006
1679,2,UK,24,Others,6,Product Manager,Bachelor,1,789,12,0,0,0,Non-profit,10,1,0,9,121562.9
1680,2,UK,30,Education,6,Marketing Associate,Bachelor,1,66,4,0,1,0,Public,1000,0,1,0,61277.52
1681,5,Australia,26,Manufacturing,17,Software Engineer,Bachelor,1,828,28,0,0,1,Startup,10,0,1,0,192454.9
1682,2,UK,24,Healthcare,11,Sales Associate,Bachelor,1,60,2,0,0,1,Private,10,5,1,0,68438.67
1683,4,Canada,29,Healthcare,20,Business Analyst,Master,1,545,11,1,0,0,Public,10000,18,0,0,139577
1684,4,Canada,31,Retail,12,Doctor,Bachelor,1,95,0,1,1,0,Government,10000,0,1,0,62047.26
1685,4,Canada,25,Tech,4,Software Engineer,Master,1,916,41,0,1,1,Government,1000,1,0,0,165278.4
1686,2,UK,30,Others,8,Doctor,Bachelor,1,46,1,1,1,0,Government,10,3,0,0,63115.3
1687,3,India,31,Education,15,Sales Associate,Bachelor,0,64,5,0,0,0,Public,10,0,1,0,38173.22
1688,1,USA,32,Retail,5,Marketing Associate,Bachelor,1,93,8,0,1,0,Public,100,0,0,0,74246.3
1689,5,Australia,29,Tech,28,Product Manager,Bachelor,1,717,57,1,1,1,Private,100,3,1,16,279695.6
1690,3,India,32,Healthcare,19,Sales Associate,Bachelor,0,93,4,1,0,1,Public,100,16,0,0,53413.17
1691,1,USA,31,Manufacturing,15,Professor,Bachelor,1,75,6,1,0,1,Private,1000,13,1,14,113236.2
1692,2,UK,28,Retail,40.41402,Data Scientist,Bachelor,1,125,7,0,0,1,Public,100,14,0,0,113182.1
1693,5,Australia,23,Education,2,Doctor,Bachelor,1,79,5,0,0,1,Startup,10,0,1,0,80235.09
1694,5,Australia,23,Finance,20,Marketing Associate,Bachelor,1,87,1,0,1,1,Non-profit,10,7,0,0,87288.22
1695,2,UK,32,Others,24,Doctor,Bachelor,1,9,0,1,0,1,Startup,1000,20,1,0,109045.5
1696,3,India,27,Retail,12,Software Engineer,Bachelor,0,295,14,0,1,0,Non-profit,100,7,1,0,56343.81
1697,1,USA,29,Retail,13,Doctor,Bachelor,1,43,3,1,0,1,Government,1000,3,1,0,78468.5
1698,4,Canada,23,Finance,19,Software Engineer,Master,1,427,6,0,1,0,Private,10000,12,0,0,112513.6
1699,4,Canada,34,Manufacturing,33,Data Scientist,PhD,1,224,4,0,0,1,Public,10,29,0,0,175056.3
1700,1,USA,32,Others,6,Doctor,Bachelor,1,94,8,1,1,0,Private,100,2,1,0,77177.37
1701,4,Canada,27,Healthcare,16,Data Scientist,Master,1,366,25,0,0,0,Startup,100,1,0,0,122207.4
,3,India,25,Retail,19,Marketing Associate,Bachelor,0,16,0,0,0,0,Government,1000,6,1,0,40495.87
1703,2,UK,35,Retail,15,Data Scientist,PhD,1,294,13,0,0,1,Startup,10,8,1,0,159004.6
1704,4,Canada,25,Tech,5,Software Engineer,Master,1,318,15,0,0,1,Non-profit,100,1,1,0,92813.52
1705,2,UK,27,Healthcare,22,Sales Associate,Bachelor,1,34,0,0,0,1,Government,10000,6,1,0,72099.89
1706,4,Canada,30,Manufacturing,6,Marketing Associate,Bachelor,1,51,0,1,1,1,Non-profit,10,5,0,0,61443.65
1707,4,Canada,24,Healthcare,10,Professor,Bachelor,1,52,1,1,1,1,Non-profit,10,3,1,27,77958.23
1708,5,Australia,34,Others,19,Professor,Bachelor,1,93,3,0,1,0,Private,1000,6,0,12,98123.59
1709,4,Canada,32,Tech,21,Sales Associate,Bachelor,1,61,3,0,0,1,Private,100,4,1,0,82144
1710,5,Australia,35,Tech,9,Data Scientist,PhD,1,909,74,1,0,1,Public,100,1,1,0,317718.3
1711,1,USA,29,Education,13,Sales Associate,Bachelor,1,11,0,1,0,1,Public,10000,12,1,0,83730.84
1712,4,Canada,27,Retail,9,Doctor,Bachelor,1,30,2,1,1,1,Government,10000,8,1,0,65825.15
1713,4,Canada,29,Education,1,Doctor,Bachelor,1,52,0,0,0,1,Private,100,0,1,0,52257.16
1714,4,Canada,33,Education,19,Software Engineer,Master,1,792,34,0,0,1,Private,100,9,1,0,167208.7
1715,5,Australia,31,Others,0,Data Scientist,PhD,1,168,7,1,0,1,Government,10,0,1,0,92978.54
1716,4,Canada,29,Retail,2,Sales Associate,Bachelor,1,31,1,0,0,0,Government,10,1,1,0,53554.29
1717,3,India,32,Healthcare,26,Marketing Associate,Bachelor,0,36,0,1,1,1,Government,10,16,0,0,51459.12
1718,1,USA,25,Retail,21,Sales Associate,Bachelor,1,22,0,1,1,0,Public,10,3,0,0,78638.08
1719,2,UK,30,Finance,4,Data Scientist,Bachelor,1,970,59,1,0,1,Public,100,1,0,0,174155.5
1720,2,UK,35,Healthcare,26,Sales Associate,Bachelor,1,53,0,1,0,0,Public,10000,13,0,0,86632.87
1721,5,Australia,27,Retail,8,Data Scientist,Bachelor,1,899,16,0,0,1,Government,10,5,1,0,151300.1
1722,1,USA,23,Tech,0,Professor,Bachelor,1,24,0,0,0,1,Government,100,0,0,2,71840.88
1723,1,USA,,Education,17,Data Scientist,Bachelor,1,451,24,1,0,0,Public,100,1,1,0,128602.9
1724,2,UK,29,Manufacturing,26,Business Analyst,Master,1,268,24,0,0,0,,10,10,0,0,123618.2
1725,5,Australia,27,Finance,23,Software Engineer,Bachelor,1,106,3,0,1,1,Startup,10,0,0,0,97422.17
1726,3,India,34,Others,32,Marketing Associate,Bachelor,0,65,3,1,0,0,Private,10,1,0,0,44442.82
1727,1,USA,23,Healthcare,17,Product Manager,Master,1,853,71,1,0,0,Private,10,2,1,16,270342.1
1728,2,UK,23,Others,7,Product Manager,Master,1,489,24,0,1,0,Private,1000,5,0,41,159105
1729,3,India,25,Finance,7,Business Analyst,PhD,0,791,2,0,1,0,Non-profit,10000,3,1,0,81659.23
1730,3,India,33,Manufacturing,16,Marketing Associate,Bachelor,0,49,2,0,0,1,Government,10,15,0,0,47965.86
1731,3,India,33,Retail,30,Data Scientist,Bachelor,0,615,29,0,0,0,Startup,100,19,1,0,135450.6
1732,4,Canada,30,Education,22,Doctor,Bachelor,1,25,1,0,1,1,Private,100,18,0,0,86225.55
1733,3,India,29,Education,2,Data Scientist,Bachelor,0,105,4,1,1,1,Public,10,0,0,0,35380.86
1734,3,India,29,Tech,25,Professor,Bachelor,0,98,0,1,1,1,Non-profit,10000,18,0,40,90479.53
1735,2,UK,35,Retail,18,Data Scientist,Bachelor,1,482,17,0,0,1,Non-profit,10,8,0,0,123899.8
1736,5,Australia,30,Retail,9,Product Manager,Bachelor,1,900,18,0,1,1,Private,10000,4,0,39,212855.3
1737,4,Canada,30,Healthcare,18,Business Analyst,Master,1,850,72,0,0,1,Private,1000,12,1,0,233995
1738,,UK,23,Tech,20,Sales Associate,Bachelor,1,11,0,0,1,0,Government,10000,17,1,0,94791.32
1739,2,UK,32,Finance,25,Software Engineer,PhD,1,944,6,0,0,0,Government,10000,21,1,,99052.09
1740,3,India,34,Manufacturing,12,Professor,Bachelor,0,87,6,1,1,0,Public,1000,3,0,1,41458.76
1741,4,Canada,35,Retail,15,Professor,Bachelor,1,69,0,1,1,0,Startup,100,14,0,47,138972.8
1742,5,Australia,27,Manufacturing,21,Sales Associate,Bachelor,1,6,0,1,0,0,Government,10000,6,1,0,79747.7
1743,5,Australia,24,Retail,10,Marketing Associate,Bachelor,1,,0,1,1,1,Non-profit,10,9,1,0,99052.09
1744,2,UK,27,Tech,6,Data Scientist,Master,1,285,2,1,0,0,Startup,100,2,0,0,104252.2
1745,4,Canada,32,Others,21,Software Engineer,Bachelor,1,415,10,1,0,1,Government,10,3,1,0,98981.13
1746,2,UK,28,Tech,11,Software Engineer,Master,1,598,0,1,0,0,Startup,10000,9,0,0,151432.6
1747,2,UK,32,Finance,18,Business Analyst,Bachelor,1,782,44,0,1,1,Startup,10,9,1,0,223613
1748,5,Australia,23,Education,5,Doctor,Bachelor,1,7,0,1,0,1,Startup,10,4,1,0,79689.22
1749,5,Australia,29,Manufacturing,21,Data Scientist,Master,1,156,10,0,1,0,Public,10000,20,1,0,125984.3
1750,2,UK,27,Retail,22,Product Manager,Bachelor,1,362,30,0,1,0,Startup,10000,21,0,41,269268.7
1751,5,Australia,27,Others,22,Product Manager,PhD,1,513,34,0,1,1,Non-profit,10000,8,0,26,271632.7
1752,5,Australia,34,Others,26,Professor,Bachelor,1,46,3,1,1,1,Non-profit,10,18,0,43,153502
1753,3,India,24,Retail,17,Professor,Bachelor,0,11,0,0,0,0,Non-profit,10000,5,0,43,55575.79
1754,3,India,34,Tech,8,Product Manager,PhD,0,711,3,1,1,0,Government,10,6,0,24,117298.8
